network,mask,binary_network,mask_binary,interface
211.198.182.129/24,255.255.255.0,11010011110001101011011010000001,11111111111111111111111100000000,ethernet15
38.105.187.60/8,255.0.0.0,00100110011010011011101100111100,11111111000000000000000000000000,ethernet8
153.228.12.120/16,255.255.0.0,10011001111001000000110001111000,11111111111111110000000000000000,ethernet17
205.65.37.111/24,255.255.255.0,11001101010000010010010101101111,11111111111111111111111100000000,ethernet15
129.178.207.163/16,255.255.0.0,10000001101100101100111110100011,11111111111111110000000000000000,ethernet16
31.105.103.104/8,255.0.0.0,00011111011010010110011101101000,11111111000000000000000000000000,ethernet21
115.46.239.56/8,255.0.0.0,01110011001011101110111100111000,11111111000000000000000000000000,ethernet28
202.186.145.50/24,255.255.255.0,11001010101110101001000100110010,11111111111111111111111100000000,ethernet1
21.14.17.21/8,255.0.0.0,00010101000011100001000100010101,11111111000000000000000000000000,ethernet27
63.31.45.113/8,255.0.0.0,00111111000111110010110101110001,11111111000000000000000000000000,ethernet29
2.200.195.75/8,255.0.0.0,00000010110010001100001101001011,11111111000000000000000000000000,ethernet38
136.107.8.243/16,255.255.0.0,10001000011010110000100011110011,11111111111111110000000000000000,ethernet41
111.229.158.251/8,255.0.0.0,01101111111001011001111011111011,11111111000000000000000000000000,ethernet29
99.196.31.97/8,255.0.0.0,01100011110001000001111101100001,11111111000000000000000000000000,ethernet41
52.139.235.195/8,255.0.0.0,00110100100010111110101111000011,11111111000000000000000000000000,ethernet24
45.203.230.67/8,255.0.0.0,00101101110010111110011001000011,11111111000000000000000000000000,ethernet9
156.240.82.18/16,255.255.0.0,10011100111100000101001000010010,11111111111111110000000000000000,ethernet18
218.51.90.216/24,255.255.255.0,11011010001100110101101011011000,11111111111111111111111100000000,ethernet40
107.145.214.129/8,255.0.0.0,01101011100100011101011010000001,11111111000000000000000000000000,ethernet6
146.28.42.93/16,255.255.0.0,10010010000111000010101001011101,11111111111111110000000000000000,ethernet10
74.217.208.5/8,255.0.0.0,01001010110110011101000000000101,11111111000000000000000000000000,ethernet17
151.111.96.165/16,255.255.0.0,10010111011011110110000010100101,11111111111111110000000000000000,ethernet14
204.86.145.15/24,255.255.255.0,11001100010101101001000100001111,11111111111111111111111100000000,ethernet40
129.129.171.197/16,255.255.0.0,10000001100000011010101111000101,11111111111111110000000000000000,ethernet44
18.144.189.115/8,255.0.0.0,00010010100100001011110101110011,11111111000000000000000000000000,ethernet42
177.8.76.170/16,255.255.0.0,10110001000010000100110010101010,11111111111111110000000000000000,ethernet8
218.76.40.133/24,255.255.255.0,11011010010011000010100010000101,11111111111111111111111100000000,ethernet25
57.145.46.106/8,255.0.0.0,00111001100100010010111001101010,11111111000000000000000000000000,ethernet43
118.234.23.90/8,255.0.0.0,01110110111010100001011101011010,11111111000000000000000000000000,ethernet7
109.4.17.186/8,255.0.0.0,01101101000001000001000110111010,11111111000000000000000000000000,ethernet18
99.67.210.186/8,255.0.0.0,01100011010000111101001010111010,11111111000000000000000000000000,ethernet19
186.71.222.121/16,255.255.0.0,10111010010001111101111001111001,11111111111111110000000000000000,ethernet38
166.33.139.118/16,255.255.0.0,10100110001000011000101101110110,11111111111111110000000000000000,ethernet29
210.143.114.224/24,255.255.255.0,11010010100011110111001011100000,11111111111111111111111100000000,ethernet2
177.160.61.209/16,255.255.0.0,10110001101000000011110111010001,11111111111111110000000000000000,ethernet35
99.7.201.244/8,255.0.0.0,01100011000001111100100111110100,11111111000000000000000000000000,ethernet8
179.71.23.23/16,255.255.0.0,10110011010001110001011100010111,11111111111111110000000000000000,ethernet21
22.17.133.225/8,255.0.0.0,00010110000100011000010111100001,11111111000000000000000000000000,ethernet2
99.13.116.195/8,255.0.0.0,01100011000011010111010011000011,11111111000000000000000000000000,ethernet45
4.46.226.123/8,255.0.0.0,00000100001011101110001001111011,11111111000000000000000000000000,ethernet44
220.163.159.197/24,255.255.255.0,11011100101000111001111111000101,11111111111111111111111100000000,ethernet13
33.2.164.214/8,255.0.0.0,00100001000000101010010011010110,11111111000000000000000000000000,ethernet20
71.106.100.123/8,255.0.0.0,01000111011010100110010001111011,11111111000000000000000000000000,ethernet37
122.26.213.194/8,255.0.0.0,01111010000110101101010111000010,11111111000000000000000000000000,ethernet16
187.209.173.85/16,255.255.0.0,10111011110100011010110101010101,11111111111111110000000000000000,ethernet29
17.116.228.224/8,255.0.0.0,00010001011101001110010011100000,11111111000000000000000000000000,ethernet14
62.115.155.168/8,255.0.0.0,00111110011100111001101110101000,11111111000000000000000000000000,ethernet7
81.44.137.166/8,255.0.0.0,01010001001011001000100110100110,11111111000000000000000000000000,ethernet12
137.217.172.111/16,255.255.0.0,10001001110110011010110001101111,11111111111111110000000000000000,ethernet18
155.207.192.35/16,255.255.0.0,10011011110011111100000000100011,11111111111111110000000000000000,ethernet10
164.18.219.196/16,255.255.0.0,10100100000100101101101111000100,11111111111111110000000000000000,ethernet40
72.240.89.146/8,255.0.0.0,01001000111100000101100110010010,11111111000000000000000000000000,ethernet8
92.131.3.65/8,255.0.0.0,01011100100000110000001101000001,11111111000000000000000000000000,ethernet8
72.141.187.40/8,255.0.0.0,01001000100011011011101100101000,11111111000000000000000000000000,ethernet20
218.71.92.4/24,255.255.255.0,11011010010001110101110000000100,11111111111111111111111100000000,ethernet18
65.234.88.140/8,255.0.0.0,01000001111010100101100010001100,11111111000000000000000000000000,ethernet13
221.83.83.245/24,255.255.255.0,11011101010100110101001111110101,11111111111111111111111100000000,ethernet37
156.235.36.19/16,255.255.0.0,10011100111010110010010000010011,11111111111111110000000000000000,ethernet27
210.90.62.61/24,255.255.255.0,11010010010110100011111000111101,11111111111111111111111100000000,ethernet2
192.204.63.243/24,255.255.255.0,11000000110011000011111111110011,11111111111111111111111100000000,ethernet43
87.59.209.29/8,255.0.0.0,01010111001110111101000100011101,11111111000000000000000000000000,ethernet46
164.0.112.48/16,255.255.0.0,10100100000000000111000000110000,11111111111111110000000000000000,ethernet23
207.186.152.217/24,255.255.255.0,11001111101110101001100011011001,11111111111111111111111100000000,ethernet4
154.253.52.57/16,255.255.0.0,10011010111111010011010000111001,11111111111111110000000000000000,ethernet36
189.54.250.52/16,255.255.0.0,10111101001101101111101000110100,11111111111111110000000000000000,ethernet48
219.17.211.170/24,255.255.255.0,11011011000100011101001110101010,11111111111111111111111100000000,ethernet40
165.35.50.191/16,255.255.0.0,10100101001000110011001010111111,11111111111111110000000000000000,ethernet30
31.96.160.158/8,255.0.0.0,00011111011000001010000010011110,11111111000000000000000000000000,ethernet39
34.242.233.74/8,255.0.0.0,00100010111100101110100101001010,11111111000000000000000000000000,ethernet24
117.158.62.1/8,255.0.0.0,01110101100111100011111000000001,11111111000000000000000000000000,ethernet12
96.42.223.238/8,255.0.0.0,01100000001010101101111111101110,11111111000000000000000000000000,ethernet39
156.4.114.74/16,255.255.0.0,10011100000001000111001001001010,11111111111111110000000000000000,ethernet43
199.0.28.218/24,255.255.255.0,11000111000000000001110011011010,11111111111111111111111100000000,ethernet32
197.106.116.253/24,255.255.255.0,11000101011010100111010011111101,11111111111111111111111100000000,ethernet30
166.58.176.19/16,255.255.0.0,10100110001110101011000000010011,11111111111111110000000000000000,ethernet41
35.120.55.86/8,255.0.0.0,00100011011110000011011101010110,11111111000000000000000000000000,ethernet41
133.17.18.154/16,255.255.0.0,10000101000100010001001010011010,11111111111111110000000000000000,ethernet24
193.251.145.225/24,255.255.255.0,11000001111110111001000111100001,11111111111111111111111100000000,ethernet37
179.197.217.179/16,255.255.0.0,10110011110001011101100110110011,11111111111111110000000000000000,ethernet37
72.195.234.71/8,255.0.0.0,01001000110000111110101001000111,11111111000000000000000000000000,ethernet5
102.24.4.55/8,255.0.0.0,01100110000110000000010000110111,11111111000000000000000000000000,ethernet31
33.205.211.72/8,255.0.0.0,00100001110011011101001101001000,11111111000000000000000000000000,ethernet18
221.114.76.37/24,255.255.255.0,11011101011100100100110000100101,11111111111111111111111100000000,ethernet31
91.73.127.191/8,255.0.0.0,01011011010010010111111110111111,11111111000000000000000000000000,ethernet9
63.113.109.156/8,255.0.0.0,00111111011100010110110110011100,11111111000000000000000000000000,ethernet36
73.95.228.172/8,255.0.0.0,01001001010111111110010010101100,11111111000000000000000000000000,ethernet6
155.179.53.125/16,255.255.0.0,10011011101100110011010101111101,11111111111111110000000000000000,ethernet12
209.83.31.170/24,255.255.255.0,11010001010100110001111110101010,11111111111111111111111100000000,ethernet12
50.136.32.237/8,255.0.0.0,00110010100010000010000011101101,11111111000000000000000000000000,ethernet38
20.31.93.126/8,255.0.0.0,00010100000111110101110101111110,11111111000000000000000000000000,ethernet27
48.228.251.140/8,255.0.0.0,00110000111001001111101110001100,11111111000000000000000000000000,ethernet21
123.26.226.153/8,255.0.0.0,01111011000110101110001010011001,11111111000000000000000000000000,ethernet32
177.204.252.49/16,255.255.0.0,10110001110011001111110000110001,11111111111111110000000000000000,ethernet2
51.199.217.254/8,255.0.0.0,00110011110001111101100111111110,11111111000000000000000000000000,ethernet27
5.31.60.40/8,255.0.0.0,00000101000111110011110000101000,11111111000000000000000000000000,ethernet48
138.9.239.197/16,255.255.0.0,10001010000010011110111111000101,11111111111111110000000000000000,ethernet39
77.70.143.174/8,255.0.0.0,01001101010001101000111110101110,11111111000000000000000000000000,ethernet24
175.19.229.97/16,255.255.0.0,10101111000100111110010101100001,11111111111111110000000000000000,ethernet32
95.127.198.51/8,255.0.0.0,01011111011111111100011000110011,11111111000000000000000000000000,ethernet21
212.167.221.185/24,255.255.255.0,11010100101001111101110110111001,11111111111111111111111100000000,ethernet37
188.248.130.236/16,255.255.0.0,10111100111110001000001011101100,11111111111111110000000000000000,ethernet15
93.9.193.199/8,255.0.0.0,01011101000010011100000111000111,11111111000000000000000000000000,ethernet24
19.190.93.187/8,255.0.0.0,00010011101111100101110110111011,11111111000000000000000000000000,ethernet46
165.152.9.19/16,255.255.0.0,10100101100110000000100100010011,11111111111111110000000000000000,ethernet3
52.49.206.45/8,255.0.0.0,00110100001100011100111000101101,11111111000000000000000000000000,ethernet23
111.29.7.97/8,255.0.0.0,01101111000111010000011101100001,11111111000000000000000000000000,ethernet9
113.253.66.13/8,255.0.0.0,01110001111111010100001000001101,11111111000000000000000000000000,ethernet3
27.29.48.104/8,255.0.0.0,00011011000111010011000001101000,11111111000000000000000000000000,ethernet18
150.143.198.198/16,255.255.0.0,10010110100011111100011011000110,11111111111111110000000000000000,ethernet28
215.136.189.204/24,255.255.255.0,11010111100010001011110111001100,11111111111111111111111100000000,ethernet36
222.58.134.110/24,255.255.255.0,11011110001110101000011001101110,11111111111111111111111100000000,ethernet21
212.98.187.238/24,255.255.255.0,11010100011000101011101111101110,11111111111111111111111100000000,ethernet20
104.198.231.180/8,255.0.0.0,01101000110001101110011110110100,11111111000000000000000000000000,ethernet20
184.37.191.27/16,255.255.0.0,10111000001001011011111100011011,11111111111111110000000000000000,ethernet19
7.106.39.180/8,255.0.0.0,00000111011010100010011110110100,11111111000000000000000000000000,ethernet16
66.27.1.16/8,255.0.0.0,01000010000110110000000100010000,11111111000000000000000000000000,ethernet20
111.218.88.181/8,255.0.0.0,01101111110110100101100010110101,11111111000000000000000000000000,ethernet25
122.213.227.49/8,255.0.0.0,01111010110101011110001100110001,11111111000000000000000000000000,ethernet7
218.48.97.130/24,255.255.255.0,11011010001100000110000110000010,11111111111111111111111100000000,ethernet22
36.169.230.43/8,255.0.0.0,00100100101010011110011000101011,11111111000000000000000000000000,ethernet22
81.91.207.185/8,255.0.0.0,01010001010110111100111110111001,11111111000000000000000000000000,ethernet19
216.59.75.218/24,255.255.255.0,11011000001110110100101111011010,11111111111111111111111100000000,ethernet19
204.36.187.112/24,255.255.255.0,11001100001001001011101101110000,11111111111111111111111100000000,ethernet9
42.253.90.168/8,255.0.0.0,00101010111111010101101010101000,11111111000000000000000000000000,ethernet24
180.110.180.159/16,255.255.0.0,10110100011011101011010010011111,11111111111111110000000000000000,ethernet14
36.74.52.45/8,255.0.0.0,00100100010010100011010000101101,11111111000000000000000000000000,ethernet11
118.117.232.8/8,255.0.0.0,01110110011101011110100000001000,11111111000000000000000000000000,ethernet40
194.111.135.135/24,255.255.255.0,11000010011011111000011110000111,11111111111111111111111100000000,ethernet25
165.6.207.239/16,255.255.0.0,10100101000001101100111111101111,11111111111111110000000000000000,ethernet30
198.146.19.154/24,255.255.255.0,11000110100100100001001110011010,11111111111111111111111100000000,ethernet20
210.158.45.212/24,255.255.255.0,11010010100111100010110111010100,11111111111111111111111100000000,ethernet44
186.161.191.97/16,255.255.0.0,10111010101000011011111101100001,11111111111111110000000000000000,ethernet29
184.176.45.36/16,255.255.0.0,10111000101100000010110100100100,11111111111111110000000000000000,ethernet29
200.189.194.218/24,255.255.255.0,11001000101111011100001011011010,11111111111111111111111100000000,ethernet38
199.21.215.76/24,255.255.255.0,11000111000101011101011101001100,11111111111111111111111100000000,ethernet34
96.251.50.158/8,255.0.0.0,01100000111110110011001010011110,11111111000000000000000000000000,ethernet46
28.223.78.55/8,255.0.0.0,00011100110111110100111000110111,11111111000000000000000000000000,ethernet47
111.171.12.29/8,255.0.0.0,01101111101010110000110000011101,11111111000000000000000000000000,ethernet36
101.254.15.163/8,255.0.0.0,01100101111111100000111110100011,11111111000000000000000000000000,ethernet41
206.251.96.100/24,255.255.255.0,11001110111110110110000001100100,11111111111111111111111100000000,ethernet30
220.213.94.78/24,255.255.255.0,11011100110101010101111001001110,11111111111111111111111100000000,ethernet26
3.93.158.24/8,255.0.0.0,00000011010111011001111000011000,11111111000000000000000000000000,ethernet19
17.164.48.230/8,255.0.0.0,00010001101001000011000011100110,11111111000000000000000000000000,ethernet39
134.113.8.34/16,255.255.0.0,10000110011100010000100000100010,11111111111111110000000000000000,ethernet42
209.1.169.111/24,255.255.255.0,11010001000000011010100101101111,11111111111111111111111100000000,ethernet18
48.32.202.14/8,255.0.0.0,00110000001000001100101000001110,11111111000000000000000000000000,ethernet35
208.18.218.219/24,255.255.255.0,11010000000100101101101011011011,11111111111111111111111100000000,ethernet11
21.193.154.236/8,255.0.0.0,00010101110000011001101011101100,11111111000000000000000000000000,ethernet25
54.49.19.229/8,255.0.0.0,00110110001100010001001111100101,11111111000000000000000000000000,ethernet30
67.59.221.238/8,255.0.0.0,01000011001110111101110111101110,11111111000000000000000000000000,ethernet30
166.236.223.131/16,255.255.0.0,10100110111011001101111110000011,11111111111111110000000000000000,ethernet3
46.130.118.163/8,255.0.0.0,00101110100000100111011010100011,11111111000000000000000000000000,ethernet11
106.76.206.32/8,255.0.0.0,01101010010011001100111000100000,11111111000000000000000000000000,ethernet42
190.98.254.151/16,255.255.0.0,10111110011000101111111010010111,11111111111111110000000000000000,ethernet23
32.8.65.16/8,255.0.0.0,00100000000010000100000100010000,11111111000000000000000000000000,ethernet13
126.85.210.253/8,255.0.0.0,01111110010101011101001011111101,11111111000000000000000000000000,ethernet48
15.15.96.68/8,255.0.0.0,00001111000011110110000001000100,11111111000000000000000000000000,ethernet27
72.251.41.209/8,255.0.0.0,01001000111110110010100111010001,11111111000000000000000000000000,ethernet39
129.47.126.227/16,255.255.0.0,10000001001011110111111011100011,11111111111111110000000000000000,ethernet7
50.144.61.120/8,255.0.0.0,00110010100100000011110101111000,11111111000000000000000000000000,ethernet50
174.65.246.24/16,255.255.0.0,10101110010000011111011000011000,11111111111111110000000000000000,ethernet13
222.110.204.94/24,255.255.255.0,11011110011011101100110001011110,11111111111111111111111100000000,ethernet41
21.206.38.253/8,255.0.0.0,00010101110011100010011011111101,11111111000000000000000000000000,ethernet38
183.44.149.157/16,255.255.0.0,10110111001011001001010110011101,11111111111111110000000000000000,ethernet28
21.172.56.168/8,255.0.0.0,00010101101011000011100010101000,11111111000000000000000000000000,ethernet36
40.46.8.233/8,255.0.0.0,00101000001011100000100011101001,11111111000000000000000000000000,ethernet37
209.11.228.211/24,255.255.255.0,11010001000010111110010011010011,11111111111111111111111100000000,ethernet28
150.17.45.246/16,255.255.0.0,10010110000100010010110111110110,11111111111111110000000000000000,ethernet20
106.45.82.32/8,255.0.0.0,01101010001011010101001000100000,11111111000000000000000000000000,ethernet3
140.48.49.35/16,255.255.0.0,10001100001100000011000100100011,11111111111111110000000000000000,ethernet31
33.57.93.4/8,255.0.0.0,00100001001110010101110100000100,11111111000000000000000000000000,ethernet12
128.175.3.197/16,255.255.0.0,10000000101011110000001111000101,11111111111111110000000000000000,ethernet47
213.125.134.139/24,255.255.255.0,11010101011111011000011010001011,11111111111111111111111100000000,ethernet47
169.115.9.16/16,255.255.0.0,10101001011100110000100100010000,11111111111111110000000000000000,ethernet7
200.94.224.76/24,255.255.255.0,11001000010111101110000001001100,11111111111111111111111100000000,ethernet49
184.160.34.207/16,255.255.0.0,10111000101000000010001011001111,11111111111111110000000000000000,ethernet35
7.143.168.108/8,255.0.0.0,00000111100011111010100001101100,11111111000000000000000000000000,ethernet44
134.122.101.123/16,255.255.0.0,10000110011110100110010101111011,11111111111111110000000000000000,ethernet38
92.11.213.28/8,255.0.0.0,01011100000010111101010100011100,11111111000000000000000000000000,ethernet32
107.164.181.128/8,255.0.0.0,01101011101001001011010110000000,11111111000000000000000000000000,ethernet43
165.32.21.180/16,255.255.0.0,10100101001000000001010110110100,11111111111111110000000000000000,ethernet34
187.23.214.136/16,255.255.0.0,10111011000101111101011010001000,11111111111111110000000000000000,ethernet13
39.210.169.206/8,255.0.0.0,00100111110100101010100111001110,11111111000000000000000000000000,ethernet24
149.100.147.88/16,255.255.0.0,10010101011001001001001101011000,11111111111111110000000000000000,ethernet8
157.8.249.6/16,255.255.0.0,10011101000010001111100100000110,11111111111111110000000000000000,ethernet14
124.144.217.57/8,255.0.0.0,01111100100100001101100100111001,11111111000000000000000000000000,ethernet50
97.181.161.38/8,255.0.0.0,01100001101101011010000100100110,11111111000000000000000000000000,ethernet7
159.49.9.10/16,255.255.0.0,10011111001100010000100100001010,11111111111111110000000000000000,ethernet33
34.51.154.51/8,255.0.0.0,00100010001100111001101000110011,11111111000000000000000000000000,ethernet20
197.111.145.231/24,255.255.255.0,11000101011011111001000111100111,11111111111111111111111100000000,ethernet43
132.60.4.212/16,255.255.0.0,10000100001111000000010011010100,11111111111111110000000000000000,ethernet50
170.34.6.59/16,255.255.0.0,10101010001000100000011000111011,11111111111111110000000000000000,ethernet42
178.106.3.144/16,255.255.0.0,10110010011010100000001110010000,11111111111111110000000000000000,ethernet29
3.249.113.144/8,255.0.0.0,00000011111110010111000110010000,11111111000000000000000000000000,ethernet29
22.26.10.71/8,255.0.0.0,00010110000110100000101001000111,11111111000000000000000000000000,ethernet47
211.241.244.83/24,255.255.255.0,11010011111100011111010001010011,11111111111111111111111100000000,ethernet25
166.62.220.85/16,255.255.0.0,10100110001111101101110001010101,11111111111111110000000000000000,ethernet14
67.105.29.71/8,255.0.0.0,01000011011010010001110101000111,11111111000000000000000000000000,ethernet6
188.157.156.77/16,255.255.0.0,10111100100111011001110001001101,11111111111111110000000000000000,ethernet35
52.254.219.228/8,255.0.0.0,00110100111111101101101111100100,11111111000000000000000000000000,ethernet26
163.53.234.203/16,255.255.0.0,10100011001101011110101011001011,11111111111111110000000000000000,ethernet27
93.49.184.16/8,255.0.0.0,01011101001100011011100000010000,11111111000000000000000000000000,ethernet23
104.84.151.18/8,255.0.0.0,01101000010101001001011100010010,11111111000000000000000000000000,ethernet29
193.138.50.70/24,255.255.255.0,11000001100010100011001001000110,11111111111111111111111100000000,ethernet50
146.231.200.185/16,255.255.0.0,10010010111001111100100010111001,11111111111111110000000000000000,ethernet18
215.36.49.9/24,255.255.255.0,11010111001001000011000100001001,11111111111111111111111100000000,ethernet16
59.204.16.216/8,255.0.0.0,00111011110011000001000011011000,11111111000000000000000000000000,ethernet9
134.136.74.44/16,255.255.0.0,10000110100010000100101000101100,11111111111111110000000000000000,ethernet13
45.65.183.17/8,255.0.0.0,00101101010000011011011100010001,11111111000000000000000000000000,ethernet24
221.238.136.49/24,255.255.255.0,11011101111011101000100000110001,11111111111111111111111100000000,ethernet29
32.150.232.38/8,255.0.0.0,00100000100101101110100000100110,11111111000000000000000000000000,ethernet4
160.251.18.66/16,255.255.0.0,10100000111110110001001001000010,11111111111111110000000000000000,ethernet46
6.164.76.45/8,255.0.0.0,00000110101001000100110000101101,11111111000000000000000000000000,ethernet10
25.158.172.21/8,255.0.0.0,00011001100111101010110000010101,11111111000000000000000000000000,ethernet41
2.23.217.241/8,255.0.0.0,00000010000101111101100111110001,11111111000000000000000000000000,ethernet10
44.239.189.212/8,255.0.0.0,00101100111011111011110111010100,11111111000000000000000000000000,ethernet4
62.175.31.188/8,255.0.0.0,00111110101011110001111110111100,11111111000000000000000000000000,ethernet35
72.114.239.14/8,255.0.0.0,01001000011100101110111100001110,11111111000000000000000000000000,ethernet5
30.109.25.62/8,255.0.0.0,00011110011011010001100100111110,11111111000000000000000000000000,ethernet20
100.228.217.143/8,255.0.0.0,01100100111001001101100110001111,11111111000000000000000000000000,ethernet40
18.208.60.57/8,255.0.0.0,00010010110100000011110000111001,11111111000000000000000000000000,ethernet25
202.232.34.76/24,255.255.255.0,11001010111010000010001001001100,11111111111111111111111100000000,ethernet22
1.61.138.14/8,255.0.0.0,00000001001111011000101000001110,11111111000000000000000000000000,ethernet50
141.13.140.15/16,255.255.0.0,10001101000011011000110000001111,11111111111111110000000000000000,ethernet14
62.119.19.37/8,255.0.0.0,00111110011101110001001100100101,11111111000000000000000000000000,ethernet6
194.44.212.231/24,255.255.255.0,11000010001011001101010011100111,11111111111111111111111100000000,ethernet44
16.157.247.238/8,255.0.0.0,00010000100111011111011111101110,11111111000000000000000000000000,ethernet13
13.252.225.224/8,255.0.0.0,00001101111111001110000111100000,11111111000000000000000000000000,ethernet21
4.123.124.43/8,255.0.0.0,00000100011110110111110000101011,11111111000000000000000000000000,ethernet38
49.117.6.242/8,255.0.0.0,00110001011101010000011011110010,11111111000000000000000000000000,ethernet27
201.91.172.243/24,255.255.255.0,11001001010110111010110011110011,11111111111111111111111100000000,ethernet11
116.176.66.158/8,255.0.0.0,01110100101100000100001010011110,11111111000000000000000000000000,ethernet28
192.162.72.52/24,255.255.255.0,11000000101000100100100000110100,11111111111111111111111100000000,ethernet48
110.211.122.40/8,255.0.0.0,01101110110100110111101000101000,11111111000000000000000000000000,ethernet42
180.169.140.117/16,255.255.0.0,10110100101010011000110001110101,11111111111111110000000000000000,ethernet5
46.39.79.176/8,255.0.0.0,00101110001001110100111110110000,11111111000000000000000000000000,ethernet29
138.151.114.189/16,255.255.0.0,10001010100101110111001010111101,11111111111111110000000000000000,ethernet41
207.159.6.65/24,255.255.255.0,11001111100111110000011001000001,11111111111111111111111100000000,ethernet7
163.127.59.253/16,255.255.0.0,10100011011111110011101111111101,11111111111111110000000000000000,ethernet31
145.23.40.91/16,255.255.0.0,10010001000101110010100001011011,11111111111111110000000000000000,ethernet23
98.226.169.5/8,255.0.0.0,01100010111000101010100100000101,11111111000000000000000000000000,ethernet10
205.104.173.202/24,255.255.255.0,11001101011010001010110111001010,11111111111111111111111100000000,ethernet39
91.149.72.78/8,255.0.0.0,01011011100101010100100001001110,11111111000000000000000000000000,ethernet35
126.174.251.12/8,255.0.0.0,01111110101011101111101100001100,11111111000000000000000000000000,ethernet32
189.222.142.237/16,255.255.0.0,10111101110111101000111011101101,11111111111111110000000000000000,ethernet50
73.88.237.81/8,255.0.0.0,01001001010110001110110101010001,11111111000000000000000000000000,ethernet38
57.112.235.224/8,255.0.0.0,00111001011100001110101111100000,11111111000000000000000000000000,ethernet5
12.88.246.131/8,255.0.0.0,00001100010110001111011010000011,11111111000000000000000000000000,ethernet35
200.200.12.2/24,255.255.255.0,11001000110010000000110000000010,11111111111111111111111100000000,ethernet9
192.103.7.67/24,255.255.255.0,11000000011001110000011101000011,11111111111111111111111100000000,ethernet10
123.178.244.34/8,255.0.0.0,01111011101100101111010000100010,11111111000000000000000000000000,ethernet30
120.200.214.53/8,255.0.0.0,01111000110010001101011000110101,11111111000000000000000000000000,ethernet31
179.80.16.197/16,255.255.0.0,10110011010100000001000011000101,11111111111111110000000000000000,ethernet48
37.73.96.72/8,255.0.0.0,00100101010010010110000001001000,11111111000000000000000000000000,ethernet5
132.191.87.107/16,255.255.0.0,10000100101111110101011101101011,11111111111111110000000000000000,ethernet18
191.115.67.155/16,255.255.0.0,10111111011100110100001110011011,11111111111111110000000000000000,ethernet17
172.17.176.247/16,255.255.0.0,10101100000100011011000011110111,11111111111111110000000000000000,ethernet15
61.115.203.34/8,255.0.0.0,00111101011100111100101100100010,11111111000000000000000000000000,ethernet19
0.48.37.112/8,255.0.0.0,00000000001100000010010101110000,11111111000000000000000000000000,ethernet25
77.25.56.57/8,255.0.0.0,01001101000110010011100000111001,11111111000000000000000000000000,ethernet36
69.95.115.202/8,255.0.0.0,01000101010111110111001111001010,11111111000000000000000000000000,ethernet17
185.181.224.32/16,255.255.0.0,10111001101101011110000000100000,11111111111111110000000000000000,ethernet12
169.158.195.61/16,255.255.0.0,10101001100111101100001100111101,11111111111111110000000000000000,ethernet17
88.222.223.120/8,255.0.0.0,01011000110111101101111101111000,11111111000000000000000000000000,ethernet24
73.226.69.18/8,255.0.0.0,01001001111000100100010100010010,11111111000000000000000000000000,ethernet14
161.15.65.118/16,255.255.0.0,10100001000011110100000101110110,11111111111111110000000000000000,ethernet38
198.0.254.172/24,255.255.255.0,11000110000000001111111010101100,11111111111111111111111100000000,ethernet7
146.82.119.21/16,255.255.0.0,10010010010100100111011100010101,11111111111111110000000000000000,ethernet13
70.164.60.215/8,255.0.0.0,01000110101001000011110011010111,11111111000000000000000000000000,ethernet15
95.31.148.19/8,255.0.0.0,01011111000111111001010000010011,11111111000000000000000000000000,ethernet32
3.91.51.216/8,255.0.0.0,00000011010110110011001111011000,11111111000000000000000000000000,ethernet49
52.93.224.110/8,255.0.0.0,00110100010111011110000001101110,11111111000000000000000000000000,ethernet15
20.23.69.44/8,255.0.0.0,00010100000101110100010100101100,11111111000000000000000000000000,ethernet44
212.95.195.34/24,255.255.255.0,11010100010111111100001100100010,11111111111111111111111100000000,ethernet21
0.22.172.157/8,255.0.0.0,00000000000101101010110010011101,11111111000000000000000000000000,ethernet28
41.99.86.156/8,255.0.0.0,00101001011000110101011010011100,11111111000000000000000000000000,ethernet2
110.84.73.112/8,255.0.0.0,01101110010101000100100101110000,11111111000000000000000000000000,ethernet10
57.48.82.143/8,255.0.0.0,00111001001100000101001010001111,11111111000000000000000000000000,ethernet46
201.63.243.246/24,255.255.255.0,11001001001111111111001111110110,11111111111111111111111100000000,ethernet29
217.33.108.112/24,255.255.255.0,11011001001000010110110001110000,11111111111111111111111100000000,ethernet25
214.201.193.222/24,255.255.255.0,11010110110010011100000111011110,11111111111111111111111100000000,ethernet48
84.214.7.53/8,255.0.0.0,01010100110101100000011100110101,11111111000000000000000000000000,ethernet40
202.188.26.109/24,255.255.255.0,11001010101111000001101001101101,11111111111111111111111100000000,ethernet32
15.55.82.228/8,255.0.0.0,00001111001101110101001011100100,11111111000000000000000000000000,ethernet18
34.169.33.190/8,255.0.0.0,00100010101010010010000110111110,11111111000000000000000000000000,ethernet17
137.35.52.235/16,255.255.0.0,10001001001000110011010011101011,11111111111111110000000000000000,ethernet5
35.177.164.173/8,255.0.0.0,00100011101100011010010010101101,11111111000000000000000000000000,ethernet31
158.231.244.92/16,255.255.0.0,10011110111001111111010001011100,11111111111111110000000000000000,ethernet35
209.165.125.243/24,255.255.255.0,11010001101001010111110111110011,11111111111111111111111100000000,ethernet6
107.246.136.249/8,255.0.0.0,01101011111101101000100011111001,11111111000000000000000000000000,ethernet25
116.223.253.8/8,255.0.0.0,01110100110111111111110100001000,11111111000000000000000000000000,ethernet50
